input,code,reference_category
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER OWNER,821,Farm Manager
RANCH-OWNER MANAGER,821,Farm Manager
CO-PARTNER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
BOSS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM OPERATOR,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
FARMING,821,Farm Manager
OWNER FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER AND OPERATOR OF TOURISM FARM,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
BEEKEEPER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER/WORKER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"GRAIN, LIVESTOCK FARMING",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"HOME MAKER, FARMING",821,Farm Manager
"FARMER, HOMEMAKER",821,Farm Manager
CATTLE FARMER,821,Farm Manager
PARTNER,821,Farm Manager
FARMING PARTNERSHIP,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF-EMPLOYED FARM,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PROJECT ADMINISTRATOR,821,Farm Manager
POULTRY FARMER,821,Farm Manager
owner  operator,821,Farm Manager
FARMING,821,Farm Manager
GRAIN AND CATTLE FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
DEER FARMER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMING,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
PARTNER,821,Farm Manager
PRODUCTION MANAGER,821,Farm Manager
PRODUCTION MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
"OWNER, MANAGER",821,Farm Manager
OWNER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BARN MANAGER,821,Farm Manager
BARN MANAGER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMING,821,Farm Manager
DAIRY FARMING OWNER-OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMERETTE,821,Farm Manager
Owner Operator,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
PART OWNER - MANAGER,821,Farm Manager
GRAIN FARM HEAD OPERATOR,821,Farm Manager
FARMER MANAGER,821,Farm Manager
"RANCHER,  FARMER",821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER - OWNER OPERATOR,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
SELF-EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
A PAIREST,821,Farm Manager
"HONEY PRODUCER, BEE KEEPER",821,Farm Manager
MILKER  DAIRY FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARM,821,Farm Manager
OWNER   OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
HERD MANAGER,821,Farm Manager
OWNER OF FARM,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER EXPEDITOR,821,Farm Manager
GRAIN AND BEEF FARMER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARMING & RANCHING,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
BOSS FARMER,821,Farm Manager
FARMER,821,Farm Manager
Farmer,821,Farm Manager
"FARMER, CATTLE OPERATIONS",821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
GRAIN FARMER,821,Farm Manager
"FARM OWNER, OPERATOR",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT,821,Farm Manager
HORSE RANCHER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"RANCHER,  CHAIRMAN, COUNCILOR",821,Farm Manager
OWNER,821,Farm Manager
APIARIST (BEEKEEPER),821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER - MANAGER LARGER RANCH AND FARM,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
Self-employed farmer,821,Farm Manager
FARMER,821,Farm Manager
OWNER   OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
SELF-EMPLOYED FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
farming,821,Farm Manager
MANAGER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
GOAT BREEDER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BOSS,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
farmer,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMING,821,Farm Manager
FARMING,821,Farm Manager
FARM MANAGER LABOURER,821,Farm Manager
FARM OWNER MANAGER/WORKER,821,Farm Manager
MANAGING SOME FARM PROPERTY,821,Farm Manager
FARM OWNER OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
FARM OWNER,821,Farm Manager
PRESIDENT OF FARM COMPANY,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
VINEYARD FARMER,821,Farm Manager
RANCHER AND FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM MANAGER - SELF EMPLOYED,821,Farm Manager
AGRICULTURE FARMING,821,Farm Manager
DOG BREEDER,821,Farm Manager
PRESIDENT AND LABOURER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
OWNER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
"RANCHER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
GROWER RELATIONS & EXTENSION COORDINATOR,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
PARTNER IN FARMING OPERATION,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
FARM OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
"FARM, OFFICE WORK",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CO-OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OF RANCH,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
GENERAL MANAGER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
CATTLE PRODUCER AND MANURE MANAGEMENT,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"PRESIDENT, CHIEF EXECUTIVE OFFICER, PRODUCTION AGRONOMIST",821,Farm Manager
PRESIDENT CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
PIG FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
farmer,821,Farm Manager
"RANCHER, OFFICE WORK",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARM LABORER,  MANAGEMENT, OWNER",821,Farm Manager
CATTLE RANCHER,821,Farm Manager
FARMER\RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
PROJECT LEADER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
GRAINS AND OILSEED PRODUCER,821,Farm Manager
FARMER,821,Farm Manager
BUSINESS OWNER,821,Farm Manager
PRESIDENT OF FARM COMPANY,821,Farm Manager
FOOD PRODUCER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER CO-OWNER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
LIVE OPERATIONS MANAGER,821,Farm Manager
OPERATIONS MANAGER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER (CATTLE),821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
"OWNER, MANAGER/LABOURER",821,Farm Manager
AGRICULTURAL MANAGER,821,Farm Manager
OWNER OPERATOR OF FARM,821,Farm Manager
NURSERY MANAGER,821,Farm Manager
NURSERY MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHING,821,Farm Manager
RANCH OWNER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
FARMING AND RANCHING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
PRESIDENT,821,Farm Manager
DAIRY AND GRAINS FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER,  DIRECTOR",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER   OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
CATTLE RANCHER AND FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
MANAGER OF GRAIN AND CROP PROTECTION FACILITY,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
dairy farmer,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARMING AND RANCHING,821,Farm Manager
"FARM OWNER, MANAGER (LOG SCALER)",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FEED LOT OWNER-OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCH MANAGER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PRESIDENT  OWNER / MANAGER,821,Farm Manager
MANAGER,821,Farm Manager
"CO OWNER, AGRICULTURE",821,Farm Manager
PRESIDENT,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OPERATIONS MANAGER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
BEEKEEPER,821,Farm Manager
OWNER WORKER/MANAGER,821,Farm Manager
"FARM MANAGER, WORKER",821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
RANCHER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
CO-OWNER OF FARM,821,Farm Manager
FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
MANAGER  OWNER,821,Farm Manager
CO-OWNER OF FARM WITH SPOUSE,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OPERATIONS MANAGER,821,Farm Manager
DAIRY FARMING,821,Farm Manager
DAIRY FARMER,821,Farm Manager
DAIRY FARMER HOMEMAKER,821,Farm Manager
FARMER,821,Farm Manager
HOBBY FARMER,821,Farm Manager
PART-TIME FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, COW AND CALF OPERATION",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
owner operator,821,Farm Manager
FARM PARTNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCH OWNER/OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
OWNER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
RANCHER,821,Farm Manager
TREE FARM OWNER OPERATOR,821,Farm Manager
TREE FARMER,821,Farm Manager
MANAGER,821,Farm Manager
SEED PLANT MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARM OPERATOR,821,Farm Manager
FARM MANAGER,821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER - FULL PARTNER,821,Farm Manager
DAIRY FARMER,821,Farm Manager
FARM OWNER,821,Farm Manager
RANCHER,821,Farm Manager
cattle ranching,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
FARMER-RANCHER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
OWNER OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, OFFICE MANAGER",821,Farm Manager
FARMING,821,Farm Manager
"BUSINESS OWNER, MANAGER",821,Farm Manager
PRESIDENT OF OWN COMPANY,821,Farm Manager
CATTLE RANCHER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
SELF EMPLOYED FARMER,821,Farm Manager
FARMER,821,Farm Manager
"HOMEMAKER, farming",821,Farm Manager
FARMER,821,Farm Manager
OPERATOR,821,Farm Manager
FARMING,821,Farm Manager
CHIEF EXECUTIVE OFFICER,821,Farm Manager
FARMER,821,Farm Manager
GRAIN FARMER,821,Farm Manager
FARMING,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER OPERATOR,821,Farm Manager
OWNER & OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
OWN A FARM,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER - DO ANYTHING AND EVERYTHING (FROM OPERATING EQUIPMENT TO FEEDING LIVESTOCK).  LOTS OF PHYSICAL ACTIVITY.,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
PROGRAMS MANAGER,821,Farm Manager
FARMER,821,Farm Manager
"OWNER OF THE FARM,  DIRECTOR FOR A. U.",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARM PROPRIETOR,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
BEE KEEPER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMING,821,Farm Manager
"PENNER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
owner,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MAIN OPERATOR,821,Farm Manager
OWNER AND OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
RANCHER,821,Farm Manager
CHICKEN FARMER MANAGER,821,Farm Manager
CHICKEN FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
"FARMER, RANCHER",821,Farm Manager
MIXED FARMING OPERATOR,821,Farm Manager
FARMER,821,Farm Manager
"RANCHER, FARMER",821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
owner,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
MANAGER,821,Farm Manager
FARM OWNER MANAGER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
SELF-EMPLOYED FARMER,821,Farm Manager
BEEF COW AND CALF PRODUCER,821,Farm Manager
FARMER OWNER,821,Farm Manager
HOG FARMER,821,Farm Manager
FARMER,821,Farm Manager
OWNER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
FARMER,821,Farm Manager
RANCHER,821,Farm Manager
BOSS,821,Farm Manager
FARM MANAGER AND LABORER,821,Farm Manager
FARM MANAGER WORKER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
farm manager,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
"OWNER,  FARM MANAGER",821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER OWNER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER,821,Farm Manager
FARM MANAGER LABOURER,821,Farm Manager
FARM MANAGER - SELF EMPLOYED,821,Farm Manager
"FARM MANAGER, WORKER",821,Farm Manager
FARM MANAGER,821,Farm Manager
TRUCK DRIVER FARM EQUIPMENT TECHNICIAN,7312,Truck Driver
"OWNER, OPERATOR TRUCK DRIVER",7511,Truck Driver
OPERATOR TRUCK DRIVER,7511,Truck Driver
PILOT TRUCK DRIVER,7511,Truck Driver
PILOT TRUCK DRIVER,7511,Truck Driver
PILOT TRUCK DRIVER,7511,Truck Driver
PILOT TRUCK DRIVER,7511,Truck Driver
PILOT TRUCK DRIVER,7511,Truck Driver
OFFICE MANAGER & TRUCK DRIVER,7511,Truck Driver
TRUCK DRIVER ONE-SANDING&PLOW OPERATOR,7522,Truck Driver
